<http://data.ehri-project.eu/vocabularies/ehri-terms/265>	Hiding places
<http://data.ehri-project.eu/vocabularies/ehri-terms/496>	Concentration camps
<http://data.ehri-project.eu/vocabularies/ehri-terms/501>	Crematoria
<http://data.ehri-project.eu/vocabularies/ehri-terms/508>	Labour camps
<http://data.ehri-project.eu/vocabularies/ehri-terms/570>	Starvation
<http://data.ehri-project.eu/vocabularies/ehri-terms/686>	Personal narratives
<http://data.ehri-project.eu/vocabularies/ehri-terms/824>	Children
<http://data.ehri-project.eu/vocabularies/ehri-terms/825>	Women
<http://data.ehri-project.eu/vocabularies/ehri-terms/843>	Letters
<http://data.ehri-project.eu/vocabularies/ehri-terms/904>	Holocaust survivors
<http://data.ehri-project.eu/vocabularies/ehri-terms/986>	Propaganda
