<http://data.ehri-project.eu/vocabularies/ehri-terms/134>	War trauma
<http://data.ehri-project.eu/vocabularies/ehri-terms/292>	Diseases
<http://data.ehri-project.eu/vocabularies/ehri-terms/334>	Aryanisation
<http://data.ehri-project.eu/vocabularies/ehri-terms/487>	Roll calls
<http://data.ehri-project.eu/vocabularies/ehri-terms/493>	Typhus
<http://data.ehri-project.eu/vocabularies/ehri-terms/561>	Survival
<http://data.ehri-project.eu/vocabularies/ehri-terms/579>	Judenrat
<http://data.ehri-project.eu/vocabularies/ehri-terms/641>	Persecution
<http://data.ehri-project.eu/vocabularies/ehri-terms/819>	Families
<http://data.ehri-project.eu/vocabularies/ehri-terms/825>	Women
