<http://data.ehri-project.eu/vocabularies/ehri-terms/1069>	Newspapers
<http://data.ehri-project.eu/vocabularies/ehri-terms/1115>	Municipalities and local administrations
<http://data.ehri-project.eu/vocabularies/ehri-terms/1117>	Intelligence services
<http://data.ehri-project.eu/vocabularies/ehri-terms/1124>	Gendarmerie
<http://data.ehri-project.eu/vocabularies/ehri-terms/1126>	Auxiliary Police
<http://data.ehri-project.eu/vocabularies/ehri-terms/1129>	Legal proceedings
<http://data.ehri-project.eu/vocabularies/ehri-terms/1191>	Generalgouvernement
<http://data.ehri-project.eu/vocabularies/ehri-terms/1215>	Partisans
<http://data.ehri-project.eu/vocabularies/ehri-terms/1216>	SS men
<http://data.ehri-project.eu/vocabularies/ehri-terms/1218>	War criminals
<http://data.ehri-project.eu/vocabularies/ehri-terms/223>	Collaborators
<http://data.ehri-project.eu/vocabularies/ehri-terms/498>	Death camps
<http://data.ehri-project.eu/vocabularies/ehri-terms/701>	Photographs
<http://data.ehri-project.eu/vocabularies/ehri-terms/906>	Zionism
