<http://data.ehri-project.eu/vocabularies/ehri-terms/1009>	Communism
<http://data.ehri-project.eu/vocabularies/ehri-terms/1010>	Socialism
<http://data.ehri-project.eu/vocabularies/ehri-terms/1068>	Press
<http://data.ehri-project.eu/vocabularies/ehri-terms/1134>	Schools
<http://data.ehri-project.eu/vocabularies/ehri-terms/1214>	Students
<http://data.ehri-project.eu/vocabularies/ehri-terms/304>	Refugees
<http://data.ehri-project.eu/vocabularies/ehri-terms/329>	Antisemitism
<http://data.ehri-project.eu/vocabularies/ehri-terms/691>	Music
<http://data.ehri-project.eu/vocabularies/ehri-terms/695>	Theatre
<http://data.ehri-project.eu/vocabularies/ehri-terms/703>	Films
<http://data.ehri-project.eu/vocabularies/ehri-terms/706>	Libraries
<http://data.ehri-project.eu/vocabularies/ehri-terms/709>	Sports
<http://data.ehri-project.eu/vocabularies/ehri-terms/735>	Rabbis
<http://data.ehri-project.eu/vocabularies/ehri-terms/758>	Synagogues
<http://data.ehri-project.eu/vocabularies/ehri-terms/761>	Yeshivas, religious study halls
<http://data.ehri-project.eu/vocabularies/ehri-terms/824>	Children
<http://data.ehri-project.eu/vocabularies/ehri-terms/825>	Women
<http://data.ehri-project.eu/vocabularies/ehri-terms/906>	Zionism
<http://data.ehri-project.eu/vocabularies/ehri-terms/924>	Businesses
<http://data.ehri-project.eu/vocabularies/ehri-terms/957>	Political organisations
