<http://data.ehri-project.eu/vocabularies/ehri-terms/1065>	Communist propaganda
<http://data.ehri-project.eu/vocabularies/ehri-terms/1141>	Passports
<http://data.ehri-project.eu/vocabularies/ehri-terms/1144>	Identification papers
<http://data.ehri-project.eu/vocabularies/ehri-terms/1347>	Prewar period
<http://data.ehri-project.eu/vocabularies/ehri-terms/518>	Deportations
<http://data.ehri-project.eu/vocabularies/ehri-terms/707>	Jewish intellectuals
<http://data.ehri-project.eu/vocabularies/ehri-terms/809>	Daily life
<http://data.ehri-project.eu/vocabularies/ehri-terms/863>	Official documentation
<http://data.ehri-project.eu/vocabularies/ehri-terms/868>	Jewish organisations
<http://data.ehri-project.eu/vocabularies/ehri-terms/889>	Jewish owned businesses
