<http://data.ehri-project.eu/vocabularies/ehri-terms/1047>	Taxes and levies
<http://data.ehri-project.eu/vocabularies/ehri-terms/1054>	Population census
<http://data.ehri-project.eu/vocabularies/ehri-terms/1109>	State Apparatus
<http://data.ehri-project.eu/vocabularies/ehri-terms/1115>	Municipalities and local administrations
<http://data.ehri-project.eu/vocabularies/ehri-terms/280>	Healthcare
<http://data.ehri-project.eu/vocabularies/ehri-terms/496>	Concentration camps
<http://data.ehri-project.eu/vocabularies/ehri-terms/637>	Local population
<http://data.ehri-project.eu/vocabularies/ehri-terms/863>	Official documentation
<http://data.ehri-project.eu/vocabularies/ehri-terms/889>	Jewish owned businesses
<http://data.ehri-project.eu/vocabularies/ehri-terms/945>	Property
<http://data.ehri-project.eu/vocabularies/ehri-terms/969>	Communist movements and organisations
