<http://data.ehri-project.eu/vocabularies/ehri-terms/1169>	Sondergerichte
<http://data.ehri-project.eu/vocabularies/ehri-terms/1170>	Nazi People's courts
<http://data.ehri-project.eu/vocabularies/ehri-terms/192>	Border smuggling
<http://data.ehri-project.eu/vocabularies/ehri-terms/212>	Resistance
<http://data.ehri-project.eu/vocabularies/ehri-terms/374>	Mischlinge
<http://data.ehri-project.eu/vocabularies/ehri-terms/591>	Foreign workers
<http://data.ehri-project.eu/vocabularies/ehri-terms/607>	Prohibitions and bans
<http://data.ehri-project.eu/vocabularies/ehri-terms/672>	Culture
<http://data.ehri-project.eu/vocabularies/ehri-terms/840>	Homosexuality
<http://data.ehri-project.eu/vocabularies/ehri-terms/918>	Economics
