<http://data.ehri-project.eu/vocabularies/ehri-terms/1055>	Statistics
<http://data.ehri-project.eu/vocabularies/ehri-terms/1115>	Municipalities and local administrations
<http://data.ehri-project.eu/vocabularies/ehri-terms/1122>	Police supervision
<http://data.ehri-project.eu/vocabularies/ehri-terms/1141>	Passports
<http://data.ehri-project.eu/vocabularies/ehri-terms/1149>	Foreign citizens
<http://data.ehri-project.eu/vocabularies/ehri-terms/816>	Economic life
<http://data.ehri-project.eu/vocabularies/ehri-terms/863>	Official documentation
<http://data.ehri-project.eu/vocabularies/ehri-terms/880>	Jewish emigration
<http://data.ehri-project.eu/vocabularies/ehri-terms/884>	Jewish soldiers
<http://data.ehri-project.eu/vocabularies/ehri-terms/889>	Jewish owned businesses
<http://data.ehri-project.eu/vocabularies/ehri-terms/932>	Agriculture
<http://data.ehri-project.eu/vocabularies/ehri-terms/949>	Legislation
