<http://data.ehri-project.eu/vocabularies/ehri-terms/1038>	Romanian occupation
<http://data.ehri-project.eu/vocabularies/ehri-terms/1147>	Citizenships
<http://data.ehri-project.eu/vocabularies/ehri-terms/1149>	Foreign citizens
<http://data.ehri-project.eu/vocabularies/ehri-terms/1348>	Wartime period
<http://data.ehri-project.eu/vocabularies/ehri-terms/1429>	Economic policies
<http://data.ehri-project.eu/vocabularies/ehri-terms/556>	Forced labour
<http://data.ehri-project.eu/vocabularies/ehri-terms/557>	Forced labourers
<http://data.ehri-project.eu/vocabularies/ehri-terms/592>	Religious discrimination
<http://data.ehri-project.eu/vocabularies/ehri-terms/637>	Local population
<http://data.ehri-project.eu/vocabularies/ehri-terms/863>	Official documentation
