<http://data.ehri-project.eu/vocabularies/ehri-terms/1141>	Passports
<http://data.ehri-project.eu/vocabularies/ehri-terms/1149>	Foreign citizens
<http://data.ehri-project.eu/vocabularies/ehri-terms/200>	Denunciations
<http://data.ehri-project.eu/vocabularies/ehri-terms/221>	Concealment of Jewish origin
<http://data.ehri-project.eu/vocabularies/ehri-terms/588>	Romanianization
<http://data.ehri-project.eu/vocabularies/ehri-terms/660>	Robbery of property
<http://data.ehri-project.eu/vocabularies/ehri-terms/727>	Religious institutions
<http://data.ehri-project.eu/vocabularies/ehri-terms/809>	Daily life
<http://data.ehri-project.eu/vocabularies/ehri-terms/842>	Education
<http://data.ehri-project.eu/vocabularies/ehri-terms/863>	Official documentation
<http://data.ehri-project.eu/vocabularies/ehri-terms/870>	Jewish hospitals
<http://data.ehri-project.eu/vocabularies/ehri-terms/932>	Agriculture
