<http://data.ehri-project.eu/vocabularies/ehri-terms/204>	Escape
<http://data.ehri-project.eu/vocabularies/ehri-terms/223>	Collaborators
<http://data.ehri-project.eu/vocabularies/ehri-terms/262>	Hiding
<http://data.ehri-project.eu/vocabularies/ehri-terms/411>	Selection
<http://data.ehri-project.eu/vocabularies/ehri-terms/483>	Camp inmates
<http://data.ehri-project.eu/vocabularies/ehri-terms/498>	Death camps
<http://data.ehri-project.eu/vocabularies/ehri-terms/499>	Gas chambers
<http://data.ehri-project.eu/vocabularies/ehri-terms/501>	Crematoria
<http://data.ehri-project.eu/vocabularies/ehri-terms/522>	Deportation trains
<http://data.ehri-project.eu/vocabularies/ehri-terms/556>	Forced labour
<http://data.ehri-project.eu/vocabularies/ehri-terms/687>	Testimonies, Biographies
<http://data.ehri-project.eu/vocabularies/ehri-terms/824>	Children
