<http://data.ehri-project.eu/vocabularies/ehri-terms/1008>	Ideologies
<http://data.ehri-project.eu/vocabularies/ehri-terms/1014>	Fascism
<http://data.ehri-project.eu/vocabularies/ehri-terms/1077>	Armed forces
<http://data.ehri-project.eu/vocabularies/ehri-terms/1119>	Police
<http://data.ehri-project.eu/vocabularies/ehri-terms/1196>	Organisations
<http://data.ehri-project.eu/vocabularies/ehri-terms/130>	Strikes
<http://data.ehri-project.eu/vocabularies/ehri-terms/212>	Resistance
<http://data.ehri-project.eu/vocabularies/ehri-terms/254>	Uprisings
<http://data.ehri-project.eu/vocabularies/ehri-terms/346>	Pogroms and riots
<http://data.ehri-project.eu/vocabularies/ehri-terms/607>	Prohibitions and bans
<http://data.ehri-project.eu/vocabularies/ehri-terms/918>	Economics
<http://data.ehri-project.eu/vocabularies/ehri-terms/921>	Trade unions
<http://data.ehri-project.eu/vocabularies/ehri-terms/937>	Industry
<http://data.ehri-project.eu/vocabularies/ehri-terms/986>	Propaganda
