<http://data.ehri-project.eu/vocabularies/ehri-terms/1054>	Population census
<http://data.ehri-project.eu/vocabularies/ehri-terms/1122>	Police supervision
<http://data.ehri-project.eu/vocabularies/ehri-terms/332>	Discrimination of Jews
<http://data.ehri-project.eu/vocabularies/ehri-terms/546>	Ghetto life
<http://data.ehri-project.eu/vocabularies/ehri-terms/558>	Jewish forced labourers
<http://data.ehri-project.eu/vocabularies/ehri-terms/585>	Confiscation of property
<http://data.ehri-project.eu/vocabularies/ehri-terms/740>	Baptism
<http://data.ehri-project.eu/vocabularies/ehri-terms/831>	Living conditions
<http://data.ehri-project.eu/vocabularies/ehri-terms/843>	Letters
<http://data.ehri-project.eu/vocabularies/ehri-terms/863>	Official documentation
