<http://data.ehri-project.eu/vocabularies/ehri-terms/101>	Jewish Refugees
<http://data.ehri-project.eu/vocabularies/ehri-terms/1130>	Trials
<http://data.ehri-project.eu/vocabularies/ehri-terms/127>	Exhibitions
<http://data.ehri-project.eu/vocabularies/ehri-terms/183>	Aryan documents (getting of)
<http://data.ehri-project.eu/vocabularies/ehri-terms/206>	False identity
<http://data.ehri-project.eu/vocabularies/ehri-terms/304>	Refugees
<http://data.ehri-project.eu/vocabularies/ehri-terms/334>	Aryanisation
<http://data.ehri-project.eu/vocabularies/ehri-terms/335>	Anti-Jewish legislation
<http://data.ehri-project.eu/vocabularies/ehri-terms/338>	Marking of Jews
<http://data.ehri-project.eu/vocabularies/ehri-terms/545>	Ghettos
<http://data.ehri-project.eu/vocabularies/ehri-terms/551>	Ghetto liquidation
<http://data.ehri-project.eu/vocabularies/ehri-terms/552>	Ghettoisation
<http://data.ehri-project.eu/vocabularies/ehri-terms/556>	Forced labour
<http://data.ehri-project.eu/vocabularies/ehri-terms/815>	Attitude toward the Jews
