<http://data.ehri-project.eu/vocabularies/ehri-terms/1055>	Statistics
<http://data.ehri-project.eu/vocabularies/ehri-terms/1112>	Civil administration
<http://data.ehri-project.eu/vocabularies/ehri-terms/1144>	Identification papers
<http://data.ehri-project.eu/vocabularies/ehri-terms/1347>	Prewar period
<http://data.ehri-project.eu/vocabularies/ehri-terms/1348>	Wartime period
<http://data.ehri-project.eu/vocabularies/ehri-terms/221>	Concealment of Jewish origin
<http://data.ehri-project.eu/vocabularies/ehri-terms/295>	Sanitation
<http://data.ehri-project.eu/vocabularies/ehri-terms/585>	Confiscation of property
<http://data.ehri-project.eu/vocabularies/ehri-terms/813>	Attitude of the local population
<http://data.ehri-project.eu/vocabularies/ehri-terms/863>	Official documentation
<http://data.ehri-project.eu/vocabularies/ehri-terms/889>	Jewish owned businesses
<http://data.ehri-project.eu/vocabularies/ehri-terms/932>	Agriculture
