<http://data.ehri-project.eu/vocabularies/ehri-terms/1090>	Intelligence
<http://data.ehri-project.eu/vocabularies/ehri-terms/1117>	Intelligence services
<http://data.ehri-project.eu/vocabularies/ehri-terms/1119>	Police
<http://data.ehri-project.eu/vocabularies/ehri-terms/1126>	Auxiliary Police
<http://data.ehri-project.eu/vocabularies/ehri-terms/1129>	Legal proceedings
<http://data.ehri-project.eu/vocabularies/ehri-terms/1135>	Investigations
<http://data.ehri-project.eu/vocabularies/ehri-terms/1216>	SS men
<http://data.ehri-project.eu/vocabularies/ehri-terms/1218>	War criminals
<http://data.ehri-project.eu/vocabularies/ehri-terms/1220>	Postwar period
<http://data.ehri-project.eu/vocabularies/ehri-terms/1221>	Holocaust memory
<http://data.ehri-project.eu/vocabularies/ehri-terms/223>	Collaborators
<http://data.ehri-project.eu/vocabularies/ehri-terms/536>	Murder of Jews
<http://data.ehri-project.eu/vocabularies/ehri-terms/906>	Zionism
