<http://data.ehri-project.eu/vocabularies/ehri-terms/1001>	Socialists
<http://data.ehri-project.eu/vocabularies/ehri-terms/1009>	Communism
<http://data.ehri-project.eu/vocabularies/ehri-terms/1051>	Black market
<http://data.ehri-project.eu/vocabularies/ehri-terms/1055>	Statistics
<http://data.ehri-project.eu/vocabularies/ehri-terms/1076>	Military
<http://data.ehri-project.eu/vocabularies/ehri-terms/1077>	Armed forces
<http://data.ehri-project.eu/vocabularies/ehri-terms/1149>	Foreign citizens
<http://data.ehri-project.eu/vocabularies/ehri-terms/1169>	Sondergerichte
<http://data.ehri-project.eu/vocabularies/ehri-terms/1191>	Generalgouvernement
<http://data.ehri-project.eu/vocabularies/ehri-terms/212>	Resistance
<http://data.ehri-project.eu/vocabularies/ehri-terms/381>	National Socialism
<http://data.ehri-project.eu/vocabularies/ehri-terms/584>	Confiscation
<http://data.ehri-project.eu/vocabularies/ehri-terms/672>	Culture
<http://data.ehri-project.eu/vocabularies/ehri-terms/741>	Marriages
<http://data.ehri-project.eu/vocabularies/ehri-terms/819>	Families
<http://data.ehri-project.eu/vocabularies/ehri-terms/851>	Newsreels
<http://data.ehri-project.eu/vocabularies/ehri-terms/852>	Rumours
<http://data.ehri-project.eu/vocabularies/ehri-terms/918>	Economics
<http://data.ehri-project.eu/vocabularies/ehri-terms/932>	Agriculture
<http://data.ehri-project.eu/vocabularies/ehri-terms/941>	Insurance
<http://data.ehri-project.eu/vocabularies/ehri-terms/943>	Work
<http://data.ehri-project.eu/vocabularies/ehri-terms/986>	Propaganda
