<http://data.ehri-project.eu/vocabularies/ehri-terms/1105>	Air-raids
<http://data.ehri-project.eu/vocabularies/ehri-terms/216>	Self help
<http://data.ehri-project.eu/vocabularies/ehri-terms/297>	Help to Jews
<http://data.ehri-project.eu/vocabularies/ehri-terms/342>	Antisemitic propaganda
<http://data.ehri-project.eu/vocabularies/ehri-terms/508>	Labour camps
<http://data.ehri-project.eu/vocabularies/ehri-terms/518>	Deportations
<http://data.ehri-project.eu/vocabularies/ehri-terms/545>	Ghettos
<http://data.ehri-project.eu/vocabularies/ehri-terms/552>	Ghettoisation
<http://data.ehri-project.eu/vocabularies/ehri-terms/579>	Judenrat
<http://data.ehri-project.eu/vocabularies/ehri-terms/585>	Confiscation of property
<http://data.ehri-project.eu/vocabularies/ehri-terms/986>	Propaganda
