<http://data.ehri-project.eu/vocabularies/ehri-terms/1036>	Soviet occupation
<http://data.ehri-project.eu/vocabularies/ehri-terms/1038>	Romanian occupation
<http://data.ehri-project.eu/vocabularies/ehri-terms/1109>	State Apparatus
<http://data.ehri-project.eu/vocabularies/ehri-terms/1112>	Civil administration
<http://data.ehri-project.eu/vocabularies/ehri-terms/1125>	Gendarmes
<http://data.ehri-project.eu/vocabularies/ehri-terms/1144>	Identification papers
<http://data.ehri-project.eu/vocabularies/ehri-terms/1348>	Wartime period
<http://data.ehri-project.eu/vocabularies/ehri-terms/221>	Concealment of Jewish origin
<http://data.ehri-project.eu/vocabularies/ehri-terms/483>	Camp inmates
<http://data.ehri-project.eu/vocabularies/ehri-terms/552>	Ghettoisation
<http://data.ehri-project.eu/vocabularies/ehri-terms/556>	Forced labour
<http://data.ehri-project.eu/vocabularies/ehri-terms/585>	Confiscation of property
<http://data.ehri-project.eu/vocabularies/ehri-terms/624>	Evacuation plan
<http://data.ehri-project.eu/vocabularies/ehri-terms/863>	Official documentation
