<http://data.ehri-project.eu/vocabularies/ehri-terms/1014>	Fascism
<http://data.ehri-project.eu/vocabularies/ehri-terms/1068>	Press
<http://data.ehri-project.eu/vocabularies/ehri-terms/1159>	Third Reich
<http://data.ehri-project.eu/vocabularies/ehri-terms/1175>	Gleichschaltung
<http://data.ehri-project.eu/vocabularies/ehri-terms/1196>	Organisations
<http://data.ehri-project.eu/vocabularies/ehri-terms/212>	Resistance
<http://data.ehri-project.eu/vocabularies/ehri-terms/328>	Racism
<http://data.ehri-project.eu/vocabularies/ehri-terms/329>	Antisemitism
<http://data.ehri-project.eu/vocabularies/ehri-terms/354>	Book burning
<http://data.ehri-project.eu/vocabularies/ehri-terms/381>	National Socialism
<http://data.ehri-project.eu/vocabularies/ehri-terms/641>	Persecution
<http://data.ehri-project.eu/vocabularies/ehri-terms/921>	Trade unions
