<http://data.ehri-project.eu/vocabularies/ehri-terms/204>	Escape
<http://data.ehri-project.eu/vocabularies/ehri-terms/346>	Pogroms and riots
<http://data.ehri-project.eu/vocabularies/ehri-terms/539>	Mass graves
<http://data.ehri-project.eu/vocabularies/ehri-terms/541>	Executions
<http://data.ehri-project.eu/vocabularies/ehri-terms/545>	Ghettos
<http://data.ehri-project.eu/vocabularies/ehri-terms/552>	Ghettoisation
<http://data.ehri-project.eu/vocabularies/ehri-terms/579>	Judenrat
<http://data.ehri-project.eu/vocabularies/ehri-terms/660>	Robbery of property
<http://data.ehri-project.eu/vocabularies/ehri-terms/687>	Testimonies, Biographies
<http://data.ehri-project.eu/vocabularies/ehri-terms/834>	Food rationing
