<http://data.ehri-project.eu/vocabularies/ehri-terms/1055>	Statistics
<http://data.ehri-project.eu/vocabularies/ehri-terms/1109>	State Apparatus
<http://data.ehri-project.eu/vocabularies/ehri-terms/1111>	Civil servants
<http://data.ehri-project.eu/vocabularies/ehri-terms/1112>	Civil administration
<http://data.ehri-project.eu/vocabularies/ehri-terms/1132>	Educational institutions
<http://data.ehri-project.eu/vocabularies/ehri-terms/1348>	Wartime period
<http://data.ehri-project.eu/vocabularies/ehri-terms/295>	Sanitation
<http://data.ehri-project.eu/vocabularies/ehri-terms/727>	Religious institutions
<http://data.ehri-project.eu/vocabularies/ehri-terms/842>	Education
<http://data.ehri-project.eu/vocabularies/ehri-terms/863>	Official documentation
