<http://data.ehri-project.eu/vocabularies/ehri-terms/1051>	Black market
<http://data.ehri-project.eu/vocabularies/ehri-terms/1076>	Military
<http://data.ehri-project.eu/vocabularies/ehri-terms/212>	Resistance
<http://data.ehri-project.eu/vocabularies/ehri-terms/377>	Euthanasia
<http://data.ehri-project.eu/vocabularies/ehri-terms/488>	Arbeitseinsatz
<http://data.ehri-project.eu/vocabularies/ehri-terms/604>	Attacks
<http://data.ehri-project.eu/vocabularies/ehri-terms/610>	Censorship
<http://data.ehri-project.eu/vocabularies/ehri-terms/672>	Culture
<http://data.ehri-project.eu/vocabularies/ehri-terms/731>	Clergy
<http://data.ehri-project.eu/vocabularies/ehri-terms/852>	Rumours
<http://data.ehri-project.eu/vocabularies/ehri-terms/918>	Economics
<http://data.ehri-project.eu/vocabularies/ehri-terms/986>	Propaganda
