<http://data.ehri-project.eu/vocabularies/ehri-terms/1391>	Sonderkommandos
<http://data.ehri-project.eu/vocabularies/ehri-terms/292>	Diseases
<http://data.ehri-project.eu/vocabularies/ehri-terms/304>	Refugees
<http://data.ehri-project.eu/vocabularies/ehri-terms/329>	Antisemitism
<http://data.ehri-project.eu/vocabularies/ehri-terms/485>	Kapos
<http://data.ehri-project.eu/vocabularies/ehri-terms/496>	Concentration camps
<http://data.ehri-project.eu/vocabularies/ehri-terms/517>	Death marches
<http://data.ehri-project.eu/vocabularies/ehri-terms/521>	Transports
<http://data.ehri-project.eu/vocabularies/ehri-terms/556>	Forced labour
<http://data.ehri-project.eu/vocabularies/ehri-terms/562>	Torture
<http://data.ehri-project.eu/vocabularies/ehri-terms/570>	Starvation
<http://data.ehri-project.eu/vocabularies/ehri-terms/686>	Personal narratives
<http://data.ehri-project.eu/vocabularies/ehri-terms/904>	Holocaust survivors
